id,name,category,description,unit,baseCost,laborHours
pvc_lb_three_quarter,3/4 PVC LB Fitting,Fittings,3/4 inch PVC LB conduit body with cover,ea,3.95,0.08
pvc_cement,PVC Cement 8oz,Fittings,8 oz PVC cement with applicator,ea,5.50,0
pvc_primer,PVC Primer 8oz,Fittings,8 oz PVC primer purple,ea,4.50,0
flex_conn_half,1/2 Flex Connector,Fittings,1/2 inch flex conduit connector,ea,0.85,0.04
flex_conn_three_quarter,3/4 Flex Connector,Fittings,3/4 inch flex conduit connector,ea,1.25,0.04
liq_conn_half,1/2 Liquid Tight Conn,Fittings,1/2 inch liquid tight connector,ea,1.85,0.05
liq_conn_three_quarter,3/4 Liquid Tight Conn,Fittings,3/4 inch liquid tight connector,ea,2.45,0.05
wire_nut_gray,Gray Wire Nuts 22-16,Accessories,Gray wire nuts 22-16 AWG 100 pack,pk,3.50,0
wire_nut_blue,Blue Wire Nuts 16-14,Accessories,Blue wire nuts 16-14 AWG 100 pack,pk,4.25,0
wire_nut_orange,Orange Wire Nuts 14-12,Accessories,Orange wire nuts 14-12 AWG 100 pack,pk,5.50,0
wire_nut_yellow,Yellow Wire Nuts 12-10,Accessories,Yellow wire nuts 12-10 AWG 100 pack,pk,6.75,0
wire_nut_red,Red Wire Nuts 10-8,Accessories,Red wire nuts 10-8 AWG 100 pack,pk,8.50,0
grease_pull,Wire Pulling Lube,Accessories,Wire pulling lubricant 1 quart,qt,12.00,0
tape_elect_black,Black Electrical Tape,Accessories,3/4 inch x 60ft black electrical tape,ea,1.85,0
tape_elect_colors,Colored Electrical Tape,Accessories,3/4 inch x 60ft colored phase tape,ea,2.25,0
tape_duct,Duct Tape 2 Inch,Accessories,2 inch x 60yd professional duct tape,ea,8.50,0
anti_ox_paste,Anti-Oxidant Paste,Accessories,Anti-oxidant compound for aluminum 4oz,ea,8.00,0
splice_kit_wire,Wire Splice Kit,Accessories,Crimp splice connector assortment kit,ea,18.00,0
fish_tape_50,50ft Fish Tape,Accessories,50 foot steel fish tape with case,ea,22.00,0
fish_tape_100,100ft Fish Tape,Accessories,100 foot fiberglass fish tape with case,ea,48.00,0
cable_tie_8,8 Inch Cable Ties,Fasteners,8 inch UV resistant cable ties 100 pack,pk,5.50,0
cable_tie_12,12 Inch Cable Ties,Fasteners,12 inch UV resistant cable ties 100 pack,pk,8.00,0
cable_tie_mount,Cable Tie Mount,Fasteners,Adhesive cable tie mounting base 100 pack,pk,12.00,0
romex_staple,Romex Cable Staples,Fasteners,Romex cable staples 100 pack,pk,4.50,0
conduit_hanger,Conduit Hanger 1/2,Fasteners,1/2 inch conduit hanger with bolt,ea,0.85,0.03
threaded_rod_3_8,3/8 Threaded Rod 10ft,Fasteners,3/8 inch threaded rod 10 foot length,ea,8.50,0.02
beam_clamp_3_8,3/8 Beam Clamp,Fasteners,3/8 inch beam clamp for threaded rod,ea,3.25,0.05
hex_nut_3_8,3/8 Hex Nuts,Fasteners,3/8 inch hex nuts 100 pack,pk,8.00,0
flat_washer_3_8,3/8 Flat Washers,Fasteners,3/8 inch flat washers 100 pack,pk,6.50,0
lock_washer_3_8,3/8 Lock Washers,Fasteners,3/8 inch lock washers 100 pack,pk,7.50,0
anchor_tap_1_4,1/4 Tapcon Anchors,Fasteners,1/4 x 2-1/4 inch tapcon anchors 100 pack,pk,22.00,0
anchor_wedge_3_8,3/8 Wedge Anchors,Fasteners,3/8 x 3 inch wedge anchors 50 pack,pk,28.00,0
anchor_toggle_1_8,1/8 Toggle Bolts,Fasteners,1/8 inch toggle bolts hollow wall 50 pack,pk,18.00,0
screw_wood_8,#8 Wood Screws,Fasteners,#8 x 1-1/4 inch wood screws 100 pack,pk,5.50,0
screw_drywall,Drywall Screws,Fasteners,#6 x 1-5/8 inch drywall screws 1 lb box,lb,6.50,0
box_nail,Box Nails 8d,Fasteners,8d box nails 1 lb box,lb,4.50,0
smoke_detect_ac,AC Smoke Detector,Devices,Hardwired smoke detector with battery backup,ea,22.00,0.60
smoke_detect_combo,Smoke CO Combo,Devices,Hardwired smoke and CO detector combo,ea,48.00,0.65
co_detect,CO Detector Hardwired,Devices,Hardwired carbon monoxide detector,ea,35.00,0.50
doorbell_wired,Wired Doorbell,Devices,Wired doorbell chime 2-note,ea,18.00,0.80
doorbell_button,Doorbell Button,Devices,Lighted doorbell push button,ea,8.50,0.25
doorbell_trans,Doorbell Transformer,Devices,16V 30VA doorbell transformer,ea,12.00,0.40
fan_control,Ceiling Fan Control,Devices,Ceiling fan speed control switch,ea,18.00,0.35
thermostat_prog,Programmable Thermostat,Devices,7-day programmable thermostat,ea,65.00,0.75
thermostat_smart,Smart Wi-Fi Thermostat,Devices,Smart Wi-Fi thermostat with app control,ea,145.00,1.00
