id,name,category,description,unit,baseCost,laborHours
led_can_6,6 Inch LED Recessed,Lighting,6 inch LED recessed downlight 15W 1050 lumens,ea,22.00,0.80
led_can_adj,4 Inch Adjustable LED,Lighting,4 inch adjustable gimbal LED recessed light,ea,28.00,0.80
led_flush_12,12 Inch LED Flush Mount,Lighting,12 inch round LED flush mount ceiling light,ea,35.00,1.00
led_flush_15,15 Inch LED Flush Mount,Lighting,15 inch round LED flush mount ceiling light,ea,45.00,1.10
led_wrap_2ft,2ft LED Wraparound,Lighting,2 foot LED wraparound fixture 2200 lumens,ea,42.00,0.90
led_wrap_4ft,4ft LED Wraparound,Lighting,4 foot LED wraparound fixture 4400 lumens,ea,58.00,1.00
led_strip_4ft,4ft LED Strip Light,Lighting,4 foot LED strip light fixture 4000 lumens,ea,35.00,0.70
led_highbay,LED High Bay 150W,Lighting,150W LED high bay fixture 19500 lumens,ea,185.00,2.50
led_vapor_70w,70W LED Vapor Tight,Lighting,70W LED vapor tight fixture 8750 lumens,ea,125.00,1.80
exit_sign_led,LED Exit Sign,Lighting,LED exit sign with battery backup,ea,32.00,0.60
emergency_light,Emergency Light LED,Lighting,Twin head LED emergency light with backup,ea,48.00,0.75
under_cab_led,Under Cabinet LED,Lighting,18 inch under cabinet LED light bar,ea,28.00,0.50
pendant_mini,Mini Pendant Light,Lighting,Mini pendant light fixture with shade,ea,42.00,0.70
vanity_3light,3-Light Vanity Fixture,Lighting,3-light bathroom vanity bar fixture,ea,68.00,1.20
chandelier_5light,5-Light Chandelier,Lighting,Traditional 5-light chandelier fixture,ea,185.00,2.00
ceiling_fan_52,52 Inch Ceiling Fan,Lighting,52 inch ceiling fan with light kit and remote,ea,145.00,1.80
outdoor_wall_led,LED Outdoor Wall Light,Lighting,LED outdoor wall lantern fixture,ea,58.00,0.80
flood_led_30w,30W LED Flood Light,Lighting,30W LED outdoor flood light fixture,ea,38.00,0.60
motion_flood_led,LED Motion Flood 40W,Lighting,40W LED motion sensor flood light,ea,65.00,0.75
panel_100a_12sp,100A 12-Space Panel,Panels,100 amp main breaker load center 12 space,ea,95.00,3.00
panel_100a_20sp,100A 20-Space Panel,Panels,100 amp main breaker load center 20 space,ea,125.00,3.50
panel_150a_24sp,150A 24-Space Panel,Panels,150 amp main breaker load center 24 space,ea,175.00,4.00
panel_200a_30sp,200A 30-Space Panel,Panels,200 amp main breaker load center 30 space,ea,245.00,4.50
panel_200a_40sp,200A 40-Space Panel,Panels,200 amp main breaker load center 40 space,ea,285.00,5.00
subpanel_100a,100A Sub Panel,Panels,100 amp sub panel MLO 24 space,ea,115.00,3.50
subpanel_200a,200A Sub Panel,Panels,200 amp sub panel MLO 30 space,ea,195.00,4.00
disco_60a_nf,60A Non-Fused Disconnect,Panels,60 amp 240V non-fused safety disconnect,ea,45.00,1.20
disco_60a_fused,60A Fused Disconnect,Panels,60 amp 240V fused safety disconnect,ea,65.00,1.30
disco_100a_nf,100A Non-Fused Disconnect,Panels,100 amp 240V non-fused safety disconnect,ea,75.00,1.50
meter_socket_200a,200A Meter Socket,Panels,200 amp single phase meter socket,ea,85.00,2.50
surge_protector,Whole House Surge,Panels,Whole house surge protector 80kA,ea,165.00,0.80
emt_conn_half,1/2 EMT Connector,Fittings,1/2 inch EMT compression connector,ea,0.65,0.05
emt_conn_three_quarter,3/4 EMT Connector,Fittings,3/4 inch EMT compression connector,ea,0.95,0.05
emt_conn_one,1 EMT Connector,Fittings,1 inch EMT compression connector,ea,1.85,0.06
emt_coup_half,1/2 EMT Coupling,Fittings,1/2 inch EMT set screw coupling,ea,0.45,0.04
emt_coup_three_quarter,3/4 EMT Coupling,Fittings,3/4 inch EMT set screw coupling,ea,0.75,0.04
emt_coup_one,1 EMT Coupling,Fittings,1 inch EMT set screw coupling,ea,1.45,0.05
emt_elbow_half,1/2 EMT 90° Elbow,Fittings,1/2 inch EMT 90 degree elbow,ea,3.50,0.08
emt_elbow_three_quarter,3/4 EMT 90° Elbow,Fittings,3/4 inch EMT 90 degree elbow,ea,5.25,0.08
emt_elbow_one,1 EMT 90° Elbow,Fittings,1 inch EMT 90 degree elbow,ea,8.50,0.10
emt_strap_half,1/2 EMT Strap,Fittings,1/2 inch EMT one-hole strap,ea,0.25,0.02
emt_strap_three_quarter,3/4 EMT Strap,Fittings,3/4 inch EMT one-hole strap,ea,0.35,0.02
emt_strap_one,1 EMT Strap,Fittings,1 inch EMT one-hole strap,ea,0.55,0.02
pvc_conn_half,1/2 PVC Male Adapter,Fittings,1/2 inch PVC male adapter,ea,0.35,0.03
pvc_conn_three_quarter,3/4 PVC Male Adapter,Fittings,3/4 inch PVC male adapter,ea,0.55,0.03
pvc_coup_half,1/2 PVC Coupling,Fittings,1/2 inch PVC coupling,ea,0.25,0.03
pvc_coup_three_quarter,3/4 PVC Coupling,Fittings,3/4 inch PVC coupling,ea,0.40,0.03
pvc_elbow_half,1/2 PVC 90° Elbow,Fittings,1/2 inch PVC schedule 40 90 degree elbow,ea,0.45,0.04
pvc_elbow_three_quarter,3/4 PVC 90° Elbow,Fittings,3/4 inch PVC schedule 40 90 degree elbow,ea,0.75,0.04
pvc_lb_half,1/2 PVC LB Fitting,Fittings,1/2 inch PVC LB conduit body with cover,ea,2.85,0.08
pvc_lb_three_quarter,3/4 PVC LB Fitting,Fittings,3/4 inch PVC LB conduit body with cover,ea,3.95,0.08
pvc_cement,PVC Cement 8oz,Fittings,8 oz PVC cement with applicator,ea,5.50,0
pvc_primer,PVC Primer 8oz,Fittings,8 oz PVC primer purple,ea,4.50,0
flex_conn_half,1/2 Flex Connector,Fittings,1/2 inch flex conduit connector,ea,0.85,0.04
flex_conn_three_quarter,3/4 Flex Connector,Fittings,3/4 inch flex conduit connector,ea,1.25,0.04
liq_conn_half,1/2 Liquid Tight Conn,Fittings,1/2 inch liquid tight connector,ea,1.85,0.05
liq_conn_three_quarter,3/4 Liquid Tight Conn,Fittings,3/4 inch liquid tight connector,ea,2.45,0.05
wire_nut_gray,Gray Wire Nuts 22-16,Accessories,Gray wire nuts 22-16 AWG 100 pack,pk,3.50,0
wire_nut_blue,Blue Wire Nuts 16-14,Accessories,Blue wire nuts 16-14 AWG 100 pack,pk,4.25,0
wire_nut_orange,Orange Wire Nuts 14-12,Accessories,Orange wire nuts 14-12 AWG 100 pack,pk,5.50,0
wire_nut_yellow,Yellow Wire Nuts 12-10,Accessories,Yellow wire nuts 12-10 AWG 100 pack,pk,6.75,0
wire_nut_red,Red Wire Nuts 10-8,Accessories,Red wire nuts 10-8 AWG 100 pack,pk,8.50,0
grease_pull,Wire Pulling Lube,Accessories,Wire pulling lubricant 1 quart,qt,12.00,0
tape_elect_black,Black Electrical Tape,Accessories,3/4 inch x 60ft black electrical tape,ea,1.85,0
tape_elect_colors,Colored Electrical Tape,Accessories,3/4 inch x 60ft colored phase tape,ea,2.25,0
tape_duct,Duct Tape 2 Inch,Accessories,2 inch x 60yd professional duct tape,ea,8.50,0
anti_ox_paste,Anti-Oxidant Paste,Accessories,Anti-oxidant compound for aluminum 4oz,ea,8.00,0
splice_kit_wire,Wire Splice Kit,Accessories,Crimp splice connector assortment kit,ea,18.00,0
fish_tape_50,50ft Fish Tape,Accessories,50 foot steel fish tape with case,ea,22.00,0
fish_tape_100,100ft Fish Tape,Accessories,100 foot fiberglass fish tape with case,ea,48.00,0
cable_tie_8,8 Inch Cable Ties,Fasteners,8 inch UV resistant cable ties 100 pack,pk,5.50,0
cable_tie_12,12 Inch Cable Ties,Fasteners,12 inch UV resistant cable ties 100 pack,pk,8.00,0
cable_tie_mount,Cable Tie Mount,Fasteners,Adhesive cable tie mounting base 100 pack,pk,12.00,0
romex_staple,Romex Cable Staples,Fasteners,Romex cable staples 100 pack,pk,4.50,0
conduit_hanger,Conduit Hanger 1/2,Fasteners,1/2 inch conduit hanger with bolt,ea,0.85,0.03
threaded_rod_3_8,3/8 Threaded Rod 10ft,Fasteners,3/8 inch threaded rod 10 foot length,ea,8.50,0.02
beam_clamp_3_8,3/8 Beam Clamp,Fasteners,3/8 inch beam clamp for threaded rod,ea,3.25,0.05
hex_nut_3_8,3/8 Hex Nuts,Fasteners,3/8 inch hex nuts 100 pack,pk,8.00,0
flat_washer_3_8,3/8 Flat Washers,Fasteners,3/8 inch flat washers 100 pack,pk,6.50,0
lock_washer_3_8,3/8 Lock Washers,Fasteners,3/8 inch lock washers 100 pack,pk,7.50,0
anchor_tap_1_4,1/4 Tapcon Anchors,Fasteners,1/4 x 2-1/4 inch tapcon anchors 100 pack,pk,22.00,0
anchor_wedge_3_8,3/8 Wedge Anchors,Fasteners,3/8 x 3 inch wedge anchors 50 pack,pk,28.00,0
anchor_toggle_1_8,1/8 Toggle Bolts,Fasteners,1/8 inch toggle bolts hollow wall 50 pack,pk,18.00,0
screw_wood_8,#8 Wood Screws,Fasteners,#8 x 1-1/4 inch wood screws 100 pack,pk,5.50,0
screw_drywall,Drywall Screws,Fasteners,#6 x 1-5/8 inch drywall screws 1 lb box,lb,6.50,0
box_nail,Box Nails 8d,Fasteners,8d box nails 1 lb box,lb,4.50,0
smoke_detect_ac,AC Smoke Detector,Devices,Hardwired smoke detector with battery backup,ea,22.00,0.60
smoke_detect_combo,Smoke CO Combo,Devices,Hardwired smoke and CO detector combo,ea,48.00,0.65
co_detect,CO Detector Hardwired,Devices,Hardwired carbon monoxide detector,ea,35.00,0.50
doorbell_wired,Wired Doorbell,Devices,Wired doorbell chime 2-note,ea,18.00,0.80
doorbell_button,Doorbell Button,Devices,Lighted doorbell push button,ea,8.50,0.25
doorbell_trans,Doorbell Transformer,Devices,16V 30VA doorbell transformer,ea,12.00,0.40
fan_control,Ceiling Fan Control,Devices,Ceiling fan speed control switch,ea,18.00,0.35
thermostat_prog,Programmable Thermostat,Devices,7-day programmable thermostat,ea,65.00,0.75
thermostat_smart,Smart Wi-Fi Thermostat,Devices,Smart Wi-Fi thermostat with app control,ea,145.00,1.00
mc_cable_12_2,12/2 MC Cable,Wire,12 AWG 2-conductor MC cable aluminum armor,ft,1.85,0.012
mc_cable_12_3,12/3 MC Cable,Wire,12 AWG 3-conductor MC cable aluminum armor,ft,2.45,0.012
mc_cable_10_2,10/2 MC Cable,Wire,10 AWG 2-conductor MC cable aluminum armor,ft,2.85,0.014
mc_cable_10_3,10/3 MC Cable,Wire,10 AWG 3-conductor MC cable aluminum armor,ft,3.75,0.014
mc_cable_8_3,8/3 MC Cable,Wire,8 AWG 3-conductor MC cable aluminum armor,ft,5.95,0.016
thhn_4_bk,4 AWG THHN Black,Wire,4 AWG THHN/THWN-2 stranded black,ft,2.95,0.016
thhn_2_bk,2 AWG THHN Black,Wire,2 AWG THHN/THWN-2 stranded black,ft,4.50,0.018
thhn_1_bk,1 AWG THHN Black,Wire,1 AWG THHN/THWN-2 stranded black,ft,5.85,0.020
thhn_1_0_bk,1/0 AWG THHN Black,Wire,1/0 AWG THHN/THWN-2 stranded black,ft,7.50,0.022
thhn_2_0_bk,2/0 AWG THHN Black,Wire,2/0 AWG THHN/THWN-2 stranded black,ft,9.25,0.024
bare_copper_6,6 AWG Bare Copper,Wire,6 AWG solid bare copper ground wire,ft,1.95,0.010
bare_copper_4,4 AWG Bare Copper,Wire,4 AWG stranded bare copper ground wire,ft,3.25,0.012
green_thhn_6,6 AWG Green THHN,Wire,6 AWG THHN/THWN-2 stranded green ground,ft,2.15,0.012
cat5e_cable,Cat5e Cable Blue,Data,Cat5e ethernet cable 1000ft box,ft,0.15,0.008
cat6_cable,Cat6 Cable Blue,Data,Cat6 ethernet cable 1000ft box,ft,0.22,0.008
cat6_jack,Cat6 RJ45 Jack,Data,Cat6 keystone jack RJ45 white,ea,3.50,0.15
cat6_plate,Cat6 Wall Plate 1-Port,Data,Single port Cat6 keystone wall plate,ea,2.25,0.05
cat6_patch_3ft,Cat6 Patch Cable 3ft,Data,Cat6 ethernet patch cable 3 foot,ea,4.50,0
cat6_patch_6ft,Cat6 Patch Cable 6ft,Data,Cat6 ethernet patch cable 6 foot,ea,5.50,0
coax_rg6,RG6 Coax Cable,Data,RG6 coaxial cable 1000ft box,ft,0.25,0.008
coax_connector,Coax F-Connector,Data,RG6 compression F-connector,ea,0.65,0.03
coax_splitter,Coax 2-Way Splitter,Data,2-way coaxial cable splitter,ea,4.50,0.10
phone_wire_4c,4-Conductor Phone Wire,Data,4-conductor telephone wire 1000ft,ft,0.12,0.006
doorbell_wire,18/2 Doorbell Wire,Wire,18 AWG 2-conductor doorbell wire,ft,0.18,0.008
speaker_wire_16,16/2 Speaker Wire,Wire,16 AWG 2-conductor speaker wire,ft,0.32,0.008
low_volt_box,Low Voltage Box 1-Gang,Boxes,Single gang low voltage mounting bracket,ea,1.85,0.12
data_box_2g,2-Gang Low Voltage Box,Boxes,2-gang low voltage mounting bracket,ea,2.95,0.15
grd_rod_8ft,8ft Ground Rod,Grounding,5/8 inch x 8 foot copper ground rod,ea,18.00,0.80
grd_rod_clamp,Ground Rod Clamp,Grounding,5/8 inch ground rod clamp,ea,2.85,0.10
grd_bar_neutral,Neutral Ground Bar,Grounding,Panel neutral ground bar kit,ea,12.00,0.25
grd_bushing_1,1 Inch Grounding Bushing,Grounding,1 inch insulated grounding bushing,ea,3.95,0.08
grd_bushing_1_25,1-1/4 Inch Grounding Bushing,Grounding,1-1/4 inch insulated grounding bushing,ea,5.25,0.08
bonding_jumper_4,#4 Bonding Jumper,Grounding,#4 AWG bonding jumper with lugs,ea,18.00,0.20
lug_mech_2_0,2/0 Mechanical Lug,Connectors,2/0 AWG mechanical lug connector,ea,8.50,0.15
lug_compress_1_0,1/0 Compression Lug,Connectors,1/0 AWG compression lug,ea,5.95,0.15
split_bolt_2,#2 Split Bolt,Connectors,#2 AWG split bolt connector,ea,3.25,0.10
burndy_2_0,2/0 Burndy Connector,Connectors,2/0 AWG crimp connector Burndy,ea,6.50,0.12
wire_marker_book,Wire Marker Book,Accessories,Wire marker label book 0-15,ea,8.50,0
phase_tape_set,Phase Tape Set,Accessories,Electrical phase tape color set,set,12.00,0
cord_grip_half,1/2 Cord Grip,Fittings,1/2 inch cord grip strain relief,ea,2.85,0.05
cord_grip_three_quarter,3/4 Cord Grip,Fittings,3/4 inch cord grip strain relief,ea,3.95,0.05
bushing_plastic_half,1/2 Plastic Bushing,Fittings,1/2 inch plastic insulating bushing,ea,0.25,0.02
bushing_plastic_three_quarter,3/4 Plastic Bushing,Fittings,3/4 inch plastic insulating bushing,ea,0.35,0.02
reducer_three_quarter_half,3/4 to 1/2 Reducer,Fittings,3/4 inch to 1/2 inch reducing bushing,ea,0.85,0.03
reducer_one_three_quarter,1 to 3/4 Reducer,Fittings,1 inch to 3/4 inch reducing bushing,ea,1.45,0.03
knockout_seal_half,1/2 Knockout Seal,Fittings,1/2 inch knockout seal plug,ea,0.35,0.02
knockout_seal_three_quarter,3/4 Knockout Seal,Fittings,3/4 inch knockout seal plug,ea,0.45,0.02
rec_30a_twist,30A Twist Lock Receptacle,Receptacles,30A 125V twist lock receptacle L5-30R,ea,18.00,0.60
rec_50a_twist,50A Twist Lock Receptacle,Receptacles,50A 125/250V twist lock receptacle L14-50R,ea,32.00,0.75
rec_20a_hospital,20A Hospital Grade Receptacle,Receptacles,20A hospital grade receptacle green dot,ea,12.00,0.40
rec_20a_isolated,20A Isolated Ground Receptacle,Receptacles,20A isolated ground receptacle orange,ea,15.00,0.45
rec_welder,50A Welder Receptacle,Receptacles,50A welder receptacle NEMA 6-50R,ea,22.00,0.80
plug_15a_3prong,15A 3-Prong Plug,Plugs,15A 125V 3-prong straight plug,ea,3.50,0.15
plug_20a_3prong,20A 3-Prong Plug,Plugs,20A 125V 3-prong straight plug,ea,4.95,0.15
plug_30a_dryer,30A Dryer Plug 4-Wire,Plugs,30A 4-wire dryer plug NEMA 14-30P,ea,12.00,0.25
plug_50a_range,50A Range Plug 4-Wire,Plugs,50A 4-wire range plug NEMA 14-50P,ea,16.00,0.30
cord_12_3_sjtw,12/3 SJTW Extension,Cord,12 AWG 3-conductor SJTW portable cord,ft,1.85,0
cord_10_3_soow,10/3 SOOW Cord,Cord,10 AWG 3-conductor SOOW portable cord,ft,2.95,0
timer_24hr_mech,24-Hour Mechanical Timer,Controls,24-hour mechanical plug-in timer,ea,12.00,0.10
timer_7day_digital,7-Day Digital Timer,Controls,7-day programmable digital timer,ea,22.00,0.15
photocell_120v,120V Photo Control,Controls,120V dusk to dawn photo control,ea,18.00,0.30
photocell_208v,208-277V Photo Control,Controls,208-277V dusk to dawn photo control,ea,24.00,0.30
contactor_30a,30A Lighting Contactor,Controls,30A 120V coil lighting contactor 2-pole,ea,48.00,0.60
contactor_60a,60A Lighting Contactor,Controls,60A 120V coil lighting contactor 3-pole,ea,85.00,0.75
relay_spdt,SPDT Control Relay,Controls,SPDT 120V coil control relay,ea,18.00,0.25
